Termék kód;Árlista;Egységár;Alapár (Nettó)
2860;Törzsvásárló 2;12301,93;13328,0
2860;Törzsvásárló 5-nagyker;11547,33;13328,0
2924;Törzsvásárló 2;84837,01;91913,0
2924;Törzsvásárló 5-nagyker;79633,05;91913,0
2968;Törzsvásárló 2;406,13;440,0
2968;Törzsvásárló 5-nagyker;381,21;440,0
3000;Törzsvásárló 2;210,45;228,0
3000;Törzsvásárló 5-nagyker;197,54;228,0
3093;Törzsvásárló 2;210072,5;227594,0
3093;Törzsvásárló 5-nagyker;197186,52;227594,0
3136;Törzsvásárló 2;10744,81;11641,0
3136;Törzsvásárló 5-nagyker;10085,72;11641,0
3267;Törzsvásárló 2;9219,07;9988,0
3267;Törzsvásárló 5-nagyker;8653,56;9988,0
3268;Törzsvásárló 2;9966,71;10798,0
3268;Törzsvásárló 5-nagyker;9355,34;10798,0
3270;Törzsvásárló 2;6977,06;7559,0
3270;Törzsvásárló 5-nagyker;6549,09;7559,0
3273;Törzsvásárló 2;8720,64;9448,0
3273;Törzsvásárló 5-nagyker;8185,71;9448,0
3470;Törzsvásárló 2;20885,97;22628,0
3470;Törzsvásárló 5-nagyker;19604,81;22628,0
3659;Törzsvásárló 2;420,89;456,0
3659;Törzsvásárló 5-nagyker;395,08;456,0
3698;Törzsvásárló 2;9441,51;10229,0
3698;Törzsvásárló 5-nagyker;8862,36;10229,0
3760;Törzsvásárló 2;18199,07;19717,0
3760;Törzsvásárló 5-nagyker;17082,73;19717,0
3843;Törzsvásárló 2;36331,69;39362,0
3843;Törzsvásárló 5-nagyker;34103,08;39362,0
3847;Törzsvásárló 2;48478,55;52522,0
3847;Törzsvásárló 5-nagyker;45504,85;52522,0
3848;Törzsvásárló 2;85991,7;93164,0
3848;Törzsvásárló 5-nagyker;80716,91;93164,0
3849;Törzsvásárló 2;21901,28;23728,0
3849;Törzsvásárló 5-nagyker;20557,84;23728,0
3853;Törzsvásárló 2;72503,69;78551,0
3853;Törzsvásárló 5-nagyker;68056,27;78551,0
3860;Törzsvásárló 2;27778,11;30095,0
3860;Törzsvásárló 5-nagyker;26074,19;30095,0
3890;Törzsvásárló 2;43934,55;47599,0
3890;Törzsvásárló 5-nagyker;41239,58;47599,0
3900;Törzsvásárló 2;18439,06;19977,0
3900;Törzsvásárló 5-nagyker;17307,99;19977,0
4002;Törzsvásárló 2;35975,4;38976,0
4002;Törzsvásárló 5-nagyker;33768,65;38976,0
4003;Törzsvásárló 2;35975,4;38976,0
4003;Törzsvásárló 5-nagyker;33768,65;38976,0
4037;Törzsvásárló 2;45213,85;48985,0
4037;Törzsvásárló 5-nagyker;42440,41;48985,0
4038;Törzsvásárló 2;50341,2;54540,0
4038;Törzsvásárló 5-nagyker;47253,24;54540,0
4039;Törzsvásárló 2;60104,84;65118,0
4039;Törzsvásárló 5-nagyker;56417,97;65118,0
4056;Törzsvásárló 2;32358,11;35057,0
4056;Törzsvásárló 5-nagyker;30373,24;35057,0
4059;Törzsvásárló 2;17487,43;18946,0
4059;Törzsvásárló 5-nagyker;16414,74;18946,0
4104;Törzsvásárló 2;43934,55;47599,0
4104;Törzsvásárló 5-nagyker;41239,58;47599,0
4110;Törzsvásárló 2;12293,63;13319,0
4110;Törzsvásárló 5-nagyker;11539,53;13319,0
4111;Törzsvásárló 2;8423,43;9126,0
4111;Törzsvásárló 5-nagyker;7906,73;9126,0
4112;Törzsvásárló 2;21929,9;23759,0
4112;Törzsvásárló 5-nagyker;20584,7;23759,0
4113;Törzsvásárló 2;29367,54;31817,0
4113;Törzsvásárló 5-nagyker;27566,12;31817,0
4127;Törzsvásárló 2;143743,78;155733,0
4127;Törzsvásárló 5-nagyker;134926,44;155733,0
4131;Törzsvásárló 2;228911,22;248004,0
4131;Törzsvásárló 5-nagyker;214869,67;248004,0
4193;Törzsvásárló 2;1530,36;1658,0
4193;Törzsvásárló 5-nagyker;1436,48;1658,0
4224;Törzsvásárló 2;407,97;442,0
4224;Törzsvásárló 5-nagyker;382,95;442,0
4246;Törzsvásárló 2;12941,58;14021,0
4246;Törzsvásárló 5-nagyker;12147,74;14021,0
4409;Törzsvásárló 2;6141,74;6654,0
4409;Törzsvásárló 5-nagyker;5765,0;6654,0
4412;Törzsvásárló 2;9711,96;10522,0
4412;Törzsvásárló 5-nagyker;9116,22;10522,0
4413;Törzsvásárló 2;15538,94;16835,0
4413;Törzsvásárló 5-nagyker;14585,78;16835,0
4415;Törzsvásárló 2;4387,09;4753,0
4415;Törzsvásárló 5-nagyker;4117,98;4753,0
4416;Törzsvásárló 2;4825,52;5228,0
4416;Törzsvásárló 5-nagyker;4529,52;5228,0
4417;Törzsvásárló 2;6668,78;7225,0
4417;Törzsvásárló 5-nagyker;6259,71;7225,0
4418;Törzsvásárló 2;6931,84;7510,0
4418;Törzsvásárló 5-nagyker;6506,63;7510,0
4428;Törzsvásárló 2;29756,13;32238,0
4428;Törzsvásárló 5-nagyker;27930,87;32238,0
4532;Törzsvásárló 2;4277,25;4634,0
4532;Törzsvásárló 5-nagyker;4014,88;4634,0
4535;Törzsvásárló 2;3421,61;3707,0
4535;Törzsvásárló 5-nagyker;3211,73;3707,0
4536;Törzsvásárló 2;5527,93;5989,0
4536;Törzsvásárló 5-nagyker;5188,85;5989,0
4568;Törzsvásárló 2;14989,75;16240,0
4568;Törzsvásárló 5-nagyker;14070,27;16240,0
4682;Törzsvásárló 2;70353,99;76222,0
4682;Törzsvásárló 5-nagyker;66038,43;76222,0
4683;Törzsvásárló 2;65516,47;70981,0
4683;Törzsvásárló 5-nagyker;61497,65;70981,0
4692;Törzsvásárló 2;110203,29;119395,0
4692;Törzsvásárló 5-nagyker;103443,35;119395,0
4694;Törzsvásárló 2;6926,3;7504,0
4694;Törzsvásárló 5-nagyker;6501,44;7504,0
4846;Törzsvásárló 2;37065,48;40157,0
4846;Törzsvásárló 5-nagyker;34791,86;40157,0
4848;Törzsvásárló 2;45205,55;48976,0
4848;Törzsvásárló 5-nagyker;42432,61;48976,0
4850;Törzsvásárló 2;69697,73;75511,0
4850;Törzsvásárló 5-nagyker;65422,43;75511,0
4934;Törzsvásárló 2;3873,89;4197,0
4934;Törzsvásárló 5-nagyker;3636,26;4197,0
4935;Törzsvásárló 2;11164,78;12096,0
4935;Törzsvásárló 5-nagyker;10479,93;12096,0
4940;Törzsvásárló 2;1171,31;1269,0
4940;Törzsvásárló 5-nagyker;1099,46;1269,0
4984;Törzsvásárló 2;378,44;410,0
4984;Törzsvásárló 5-nagyker;355,22;410,0
4989;Törzsvásárló 2;213,22;231,0
4989;Törzsvásárló 5-nagyker;200,14;231,0
4990;Törzsvásárló 2;311,06;337,0
4990;Törzsvásárló 5-nagyker;291,98;337,0
5001;Törzsvásárló 2;834,4;904,0
5001;Törzsvásárló 5-nagyker;783,22;904,0
5007;Törzsvásárló 2;862,1;934,0
5007;Törzsvásárló 5-nagyker;809,21;934,0
5010;Törzsvásárló 2;320,29;347,0
5010;Törzsvásárló 5-nagyker;300,64;347,0
5011;Törzsvásárló 2;364,59;395,0
5011;Törzsvásárló 5-nagyker;342,23;395,0
5012;Törzsvásárló 2;664,57;720,0
5012;Törzsvásárló 5-nagyker;623,81;720,0
5013;Törzsvásárló 2;664,57;720,0
5013;Törzsvásárló 5-nagyker;623,81;720,0
5230;Törzsvásárló 2;50074,45;54251,0
5230;Törzsvásárló 5-nagyker;47002,85;54251,0
5231;Törzsvásárló 2;50074,45;54251,0
5231;Törzsvásárló 5-nagyker;47002,85;54251,0
5232;Törzsvásárló 2;14694,39;15920,0
5232;Törzsvásárló 5-nagyker;13793,02;15920,0
5237;Törzsvásárló 2;6428,79;6965,0
5237;Törzsvásárló 5-nagyker;6034,45;6965,0
5238;Törzsvásárló 2;5357,17;5804,0
5238;Törzsvásárló 5-nagyker;5028,56;5804,0
5242;Törzsvásárló 2;61314,91;66429,0
5242;Törzsvásárló 5-nagyker;57553,82;66429,0
5245;Törzsvásárló 2;4956,59;5370,0
5245;Törzsvásárló 5-nagyker;4652,55;5370,0
5368;Törzsvásárló 2;60540,5;65590,0
5368;Törzsvásárló 5-nagyker;56826,91;65590,0
5565;Törzsvásárló 2;72236,02;78261,0
5565;Törzsvásárló 5-nagyker;67805,01;78261,0
5567;Törzsvásárló 2;503,04;545,0
5567;Törzsvásárló 5-nagyker;472,19;545,0
5568;Törzsvásárló 2;571,35;619,0
5568;Törzsvásárló 5-nagyker;536,3;619,0
5569;Törzsvásárló 2;593,5;643,0
5569;Törzsvásárló 5-nagyker;557,09;643,0
5574;Törzsvásárló 2;8171,45;8853,0
5574;Törzsvásárló 5-nagyker;7670,2;8853,0
5575;Törzsvásárló 2;10945,1;11858,0
5575;Törzsvásárló 5-nagyker;10273,72;11858,0
5587;Törzsvásárló 2;3283,16;3557,0
5587;Törzsvásárló 5-nagyker;3081,77;3557,0
5677;Törzsvásárló 2;18903,33;20480,0
5677;Törzsvásárló 5-nagyker;17743,79;20480,0
5680;Törzsvásárló 2;26098,23;28275,0
5680;Törzsvásárló 5-nagyker;24497,35;28275,0
5692;Törzsvásárló 2;14462,71;15669,0
5692;Törzsvásárló 5-nagyker;13575,56;15669,0
5693;Törzsvásárló 2;145929,47;158101,0
5693;Törzsvásárló 5-nagyker;136978,07;158101,0
5711;Törzsvásárló 2;10353,45;11217,0
5711;Törzsvásárló 5-nagyker;9718,36;11217,0
5710;Törzsvásárló 2;7805,93;8457,0
5710;Törzsvásárló 5-nagyker;7327,11;8457,0
5712;Törzsvásárló 2;5589,77;6056,0
5712;Törzsvásárló 5-nagyker;5246,89;6056,0
5715;Törzsvásárló 2;4287,4;4645,0
5715;Törzsvásárló 5-nagyker;4024,41;4645,0
5721;Törzsvásárló 2;2833,65;3070,0
5721;Törzsvásárló 5-nagyker;2659,84;3070,0
5722;Törzsvásárló 2;4304,94;4664,0
5722;Törzsvásárló 5-nagyker;4040,87;4664,0
5723;Törzsvásárló 2;10101,47;10944,0
5723;Törzsvásárló 5-nagyker;9481,84;10944,0
5724;Törzsvásárló 2;2690,59;2915,0
5724;Törzsvásárló 5-nagyker;2525,54;2915,0
5725;Törzsvásárló 2;2690,59;2915,0
5725;Törzsvásárló 5-nagyker;2525,54;2915,0
5726;Törzsvásárló 2;1240,53;1344,0
5726;Törzsvásárló 5-nagyker;1164,44;1344,0
5727;Törzsvásárló 2;2689,66;2914,0
5727;Törzsvásárló 5-nagyker;2524,68;2914,0
5728;Törzsvásárló 2;6533,09;7078,0
5728;Törzsvásárló 5-nagyker;6132,35;7078,0
5734;Törzsvásárló 2;3762,21;4076,0
5734;Törzsvásárló 5-nagyker;3531,43;4076,0
5735;Törzsvásárló 2;8842,48;9580,0
5735;Törzsvásárló 5-nagyker;8300,07;9580,0
5745;Törzsvásárló 2;4260,63;4616,0
5745;Törzsvásárló 5-nagyker;3999,28;4616,0
5747;Törzsvásárló 2;4416,62;4785,0
5747;Törzsvásárló 5-nagyker;4145,7;4785,0
5753;Törzsvásárló 2;13883,98;15042,0
5753;Törzsvásárló 5-nagyker;13032,33;15042,0
5755;Törzsvásárló 2;1635,58;1772,0
5755;Törzsvásárló 5-nagyker;1535,25;1772,0
5817;Törzsvásárló 2;1324,53;1435,0
5817;Törzsvásárló 5-nagyker;1243,28;1435,0
5819;Törzsvásárló 2;1324,53;1435,0
5819;Törzsvásárló 5-nagyker;1243,28;1435,0
5820;Törzsvásárló 2;673,8;730,0
5820;Törzsvásárló 5-nagyker;632,47;730,0
5821;Törzsvásárló 2;1695,58;1837,0
5821;Törzsvásárló 5-nagyker;1591,57;1837,0
5822;Törzsvásárló 2;945,17;1024,0
5822;Törzsvásárló 5-nagyker;887,19;1024,0
5823;Törzsvásárló 2;1695,58;1837,0
5823;Törzsvásárló 5-nagyker;1591,57;1837,0
5824;Törzsvásárló 2;890,71;965,0
5824;Törzsvásárló 5-nagyker;836,07;965,0
5825;Törzsvásárló 2;299,98;325,0
5825;Törzsvásárló 5-nagyker;281,58;325,0
5826;Törzsvásárló 2;299,98;325,0
5826;Törzsvásárló 5-nagyker;281,58;325,0
5827;Törzsvásárló 2;499,35;541,0
5827;Törzsvásárló 5-nagyker;468,72;541,0
5828;Törzsvásárló 2;493,81;535,0
5828;Törzsvásárló 5-nagyker;463,52;535,0
5829;Törzsvásárló 2;493,81;535,0
5829;Törzsvásárló 5-nagyker;463,52;535,0
5830;Törzsvásárló 2;499,35;541,0
5830;Törzsvásárló 5-nagyker;468,72;541,0
5831;Törzsvásárló 2;493,81;535,0
5831;Törzsvásárló 5-nagyker;463,52;535,0
5833;Törzsvásárló 2;703,34;762,0
5833;Törzsvásárló 5-nagyker;660,19;762,0
5834;Törzsvásárló 2;703,34;762,0
5834;Törzsvásárló 5-nagyker;660,19;762,0
5837;Törzsvásárló 2;439,35;476,0
5837;Törzsvásárló 5-nagyker;412,4;476,0
5840;Törzsvásárló 2;539,96;585,0
5840;Törzsvásárló 5-nagyker;506,84;585,0
5841;Törzsvásárló 2;522,43;566,0
5841;Törzsvásárló 5-nagyker;490,38;566,0
5842;Törzsvásárló 2;530,73;575,0
5842;Törzsvásárló 5-nagyker;498,18;575,0
5846;Törzsvásárló 2;548,27;594,0
5846;Törzsvásárló 5-nagyker;514,64;594,0
5847;Törzsvásárló 2;478,12;518,0
5847;Törzsvásárló 5-nagyker;448,79;518,0
5848;Törzsvásárló 2;516,89;560,0
5848;Törzsvásárló 5-nagyker;485,18;560,0
5852;Törzsvásárló 2;457,82;496,0
5852;Törzsvásárló 5-nagyker;429,73;496,0
5853;Törzsvásárló 2;747,64;810,0
5853;Törzsvásárló 5-nagyker;701,78;810,0
5856;Törzsvásárló 2;414,43;449,0
5856;Törzsvásárló 5-nagyker;389,01;449,0
5893;Törzsvásárló 2;44441,29;48148,0
5893;Törzsvásárló 5-nagyker;41715,23;48148,0
5894;Törzsvásárló 2;38782,29;42017,0
5894;Törzsvásárló 5-nagyker;36403,36;42017,0
5892;Törzsvásárló 2;48285,64;52313,0
5892;Törzsvásárló 5-nagyker;45323,77;52313,0
5959;Törzsvásárló 2;240,91;261,0
5959;Törzsvásárló 5-nagyker;226,13;261,0
5960;Törzsvásárló 2;81829,83;88655,0
5960;Törzsvásárló 5-nagyker;76810,33;88655,0
5962;Törzsvásárló 2;7073,98;7664,0
5962;Törzsvásárló 5-nagyker;6640,06;7664,0
5963;Törzsvásárló 2;30947,74;33529,0
5963;Törzsvásárló 5-nagyker;29049,39;33529,0
5964;Törzsvásárló 2;23232,27;25170,0
5964;Törzsvásárló 5-nagyker;21807,19;25170,0
5965;Törzsvásárló 2;74,76;81,0
5965;Törzsvásárló 5-nagyker;70,18;81,0
5966;Törzsvásárló 2;74,76;81,0
5966;Törzsvásárló 5-nagyker;70,18;81,0
5967;Törzsvásárló 2;74,76;81,0
5967;Törzsvásárló 5-nagyker;70,18;81,0
5968;Törzsvásárló 2;74,76;81,0
5968;Törzsvásárló 5-nagyker;70,18;81,0
5969;Törzsvásárló 2;74,76;81,0
5969;Törzsvásárló 5-nagyker;70,18;81,0
5970;Törzsvásárló 2;74,76;81,0
5970;Törzsvásárló 5-nagyker;70,18;81,0
5971;Törzsvásárló 2;74,76;81,0
5971;Törzsvásárló 5-nagyker;70,18;81,0
5972;Törzsvásárló 2;74,76;81,0
5972;Törzsvásárló 5-nagyker;70,18;81,0
5973;Törzsvásárló 2;121,84;132,0
5973;Törzsvásárló 5-nagyker;114,36;132,0
5974;Törzsvásárló 2;121,84;132,0
5974;Törzsvásárló 5-nagyker;114,36;132,0
5975;Törzsvásárló 2;121,84;132,0
5975;Törzsvásárló 5-nagyker;114,36;132,0
5976;Törzsvásárló 2;121,84;132,0
5976;Törzsvásárló 5-nagyker;114,36;132,0
5977;Törzsvásárló 2;121,84;132,0
5977;Törzsvásárló 5-nagyker;114,36;132,0
5979;Törzsvásárló 2;7694,25;8336,0
5979;Törzsvásárló 5-nagyker;7222,28;8336,0
5980;Törzsvásárló 2;7694,25;8336,0
5980;Törzsvásárló 5-nagyker;7222,28;8336,0
6006;Törzsvásárló 2;18962,4;20544,0
6006;Törzsvásárló 5-nagyker;17799,24;20544,0
6009;Törzsvásárló 2;53865,27;58358,0
6009;Törzsvásárló 5-nagyker;50561,14;58358,0
6012;Törzsvásárló 2;80906,81;87655,0
6012;Törzsvásárló 5-nagyker;75943,94;87655,0
6014;Törzsvásárló 2;211,37;229,0
6014;Törzsvásárló 5-nagyker;198,4;229,0
6047;Törzsvásárló 2;46206,09;50060,0
6047;Törzsvásárló 5-nagyker;43371,78;50060,0
6048;Törzsvásárló 2;45397,53;49184,0
6048;Törzsvásárló 5-nagyker;42612,82;49184,0
6074;Törzsvásárló 2;326,75;354,0
6074;Törzsvásárló 5-nagyker;306,7;354,0
6075;Törzsvásárló 2;348,9;378,0
6075;Törzsvásárló 5-nagyker;327,5;378,0
6086;Törzsvásárló 2;222,45;241,0
6086;Törzsvásárló 5-nagyker;208,8;241,0
6088;Törzsvásárló 2;774,41;839,0
6088;Törzsvásárló 5-nagyker;726,91;839,0
6089;Törzsvásárló 2;1032,85;1119,0
6089;Törzsvásárló 5-nagyker;969,5;1119,0
6090;Törzsvásárló 2;1275,61;1382,0
6090;Törzsvásárló 5-nagyker;1197,36;1382,0
6091;Törzsvásárló 2;1875,56;2032,0
6091;Törzsvásárló 5-nagyker;1760,52;2032,0
6094;Törzsvásárló 2;2202,31;2386,0
6094;Törzsvásárló 5-nagyker;2067,22;2386,0
6102;Törzsvásárló 2;3622,83;3925,0
6102;Törzsvásárló 5-nagyker;3400,6;3925,0
6110;Törzsvásárló 2;1541,43;1670,0
6110;Törzsvásárló 5-nagyker;1446,88;1670,0
6111;Törzsvásárló 2;736,57;798,0
6111;Törzsvásárló 5-nagyker;691,38;798,0
6112;Törzsvásárló 2;1144,54;1240,0
6112;Törzsvásárló 5-nagyker;1074,33;1240,0
6117;Törzsvásárló 2;1228,53;1331,0
6117;Törzsvásárló 5-nagyker;1153,17;1331,0
6118;Törzsvásárló 2;1762,03;1909,0
6118;Törzsvásárló 5-nagyker;1653,95;1909,0
6119;Törzsvásárló 2;671,95;728,0
6119;Törzsvásárló 5-nagyker;630,74;728,0
6120;Törzsvásárló 2;1018,08;1103,0
6120;Törzsvásárló 5-nagyker;955,63;1103,0
6121;Törzsvásárló 2;1526,67;1654,0
6121;Törzsvásárló 5-nagyker;1433,02;1654,0
6135;Törzsvásárló 2;3026,56;3279,0
6135;Törzsvásárló 5-nagyker;2840,91;3279,0
6145;Törzsvásárló 2;51265,13;55541,0
6145;Törzsvásárló 5-nagyker;48120,5;55541,0
6188;Törzsvásárló 2;77,53;84,0
6188;Törzsvásárló 5-nagyker;72,78;84,0
6202;Törzsvásárló 2;267,67;290,0
6202;Törzsvásárló 5-nagyker;251,25;290,0
6203;Törzsvásárló 2;251,06;272,0
6203;Törzsvásárló 5-nagyker;235,66;272,0
6219;Törzsvásárló 2;6715,85;7276,0
6219;Törzsvásárló 5-nagyker;6303,9;7276,0
6232;Törzsvásárló 2;188970,55;204732,0
6232;Törzsvásárló 5-nagyker;177378,98;204732,0
6268;Törzsvásárló 2;628,57;681,0
6268;Törzsvásárló 5-nagyker;590,02;681,0
6278;Törzsvásárló 2;63489,53;68785,0
6278;Törzsvásárló 5-nagyker;59595,05;68785,0
8001;Törzsvásárló 2;485,51;526,0
8001;Törzsvásárló 5-nagyker;455,72;526,0
8002;Törzsvásárló 2;517,81;561,0
8002;Törzsvásárló 5-nagyker;486,05;561,0
8003;Törzsvásárló 2;176,3;191,0
8003;Törzsvásárló 5-nagyker;165,48;191,0
8004;Törzsvásárló 2;26741,57;28972,0
8004;Törzsvásárló 5-nagyker;25101,22;28972,0
8022;Törzsvásárló 2;155458,67;168425,0
8022;Törzsvásárló 5-nagyker;145922,74;168425,0
8032;Törzsvásárló 2;11991,8;12992,0
8032;Törzsvásárló 5-nagyker;11256,22;12992,0
8027;Törzsvásárló 2;1199,0;1299,0
8027;Törzsvásárló 5-nagyker;1125,45;1299,0
8028;Törzsvásárló 2;1638,35;1775,0
8028;Törzsvásárló 5-nagyker;1537,85;1775,0
8029;Törzsvásárló 2;1144,54;1240,0
8029;Törzsvásárló 5-nagyker;1074,33;1240,0
8031;Törzsvásárló 2;816,87;885,0
8031;Törzsvásárló 5-nagyker;766,76;885,0
8039;Törzsvásárló 2;493,81;535,0
8039;Törzsvásárló 5-nagyker;463,52;535,0
562;Törzsvásárló 2;4956,59;5370,0
562;Törzsvásárló 5-nagyker;4652,55;5370,0
833;Törzsvásárló 2;1144,54;1240,0
833;Törzsvásárló 5-nagyker;1074,33;1240,0
1786;Törzsvásárló 2;62906,19;68153,0
1786;Törzsvásárló 5-nagyker;59047,48;68153,0
2091;Törzsvásárló 2;177259,35;192044,0
2091;Törzsvásárló 5-nagyker;166386,15;192044,0
2113;Törzsvásárló 2;55115,03;59712,0
2113;Törzsvásárló 5-nagyker;51734,24;59712,0
2592;Törzsvásárló 2;10893,41;11802,0
2592;Törzsvásárló 5-nagyker;10225,21;11802,0
2761;Törzsvásárló 2;79873,04;86535,0
2761;Törzsvásárló 5-nagyker;74973,57;86535,0
2810;Törzsvásárló 2;3869,28;4192,0
2810;Törzsvásárló 5-nagyker;3631,93;4192,0
3859;Törzsvásárló 2;8715,1;9442,0
3859;Törzsvásárló 5-nagyker;8180,51;9442,0
4251;Törzsvásárló 2;9077,85;9835,0
4251;Törzsvásárló 5-nagyker;8521,0;9835,0
4410;Törzsvásárló 2;8055,15;8727,0
4410;Törzsvásárló 5-nagyker;7561,04;8727,0
4476;Törzsvásárló 2;26662,19;28886,0
4476;Törzsvásárló 5-nagyker;25026,71;28886,0
4555;Törzsvásárló 2;4036,34;4373,0
4555;Törzsvásárló 5-nagyker;3788,75;4373,0
4606;Törzsvásárló 2;21786,83;23604,0
4606;Törzsvásárló 5-nagyker;20450,41;23604,0
5233;Törzsvásárló 2;35538,82;38503,0
5233;Törzsvásárló 5-nagyker;33358,84;38503,0
5239;Törzsvásárló 2;75478,57;81774,0
5239;Törzsvásárló 5-nagyker;70848,66;81774,0
5515;Törzsvásárló 2;3213,94;3482,0
5515;Törzsvásárló 5-nagyker;3016,79;3482,0
5564;Törzsvásárló 2;208,6;226,0
5564;Törzsvásárló 5-nagyker;195,81;226,0
5583;Törzsvásárló 2;11204,47;12139,0
5583;Törzsvásárló 5-nagyker;10517,18;12139,0
5584;Törzsvásárló 2;11736,13;12715,0
5584;Törzsvásárló 5-nagyker;11016,22;12715,0
5678;Törzsvásárló 2;21003,19;22755,0
5678;Törzsvásárló 5-nagyker;19714,84;22755,0
5691;Törzsvásárló 2;136860,86;148276,0
5691;Törzsvásárló 5-nagyker;128465,73;148276,0
5818;Törzsvásárló 2;527,96;572,0
5818;Törzsvásárló 5-nagyker;495,58;572,0
5789;Törzsvásárló 2;102783,17;111356,0
5789;Törzsvásárló 5-nagyker;96478,39;111356,0
5832;Törzsvásárló 2;493,81;535,0
5832;Törzsvásárló 5-nagyker;463,52;535,0
5838;Törzsvásárló 2;435,66;472,0
5838;Törzsvásárló 5-nagyker;408,94;472,0
5839;Törzsvásárló 2;485,51;526,0
5839;Törzsvásárló 5-nagyker;455,72;526,0
5845;Törzsvásárló 2;332,29;360,0
5845;Törzsvásárló 5-nagyker;311,9;360,0
5929;Törzsvásárló 2;19262,38;20869,0
5929;Törzsvásárló 5-nagyker;18080,82;20869,0
6005;Törzsvásárló 2;76729,25;83129,0
6005;Törzsvásárló 5-nagyker;72022,63;83129,0
6062;Törzsvásárló 2;5239,95;5677,0
6062;Törzsvásárló 5-nagyker;4918,53;5677,0
6076;Törzsvásárló 2;533,5;578,0
6076;Törzsvásárló 5-nagyker;500,78;578,0
6078;Törzsvásárló 2;199,37;216,0
6078;Törzsvásárló 5-nagyker;187,14;216,0
6092;Törzsvásárló 2;1162,07;1259,0
6092;Törzsvásárló 5-nagyker;1090,79;1259,0
6093;Törzsvásárló 2;1450,98;1572,0
6093;Törzsvásárló 5-nagyker;1361,97;1572,0
